0.000000	0.000000	0.000000	nan
0.017453	0.017452	0.000000	0.000000
0.034907	0.034899	0.000000	0.000000
0.052360	0.052336	0.000000	0.000000
0.069813	0.069756	0.000000	0.000000
0.087266	0.087156	0.000000	0.000000
0.104720	0.104528	0.000000	0.000000
0.122173	0.121869	0.000000	0.000000
0.139626	0.139173	0.000000	0.000000
0.157080	0.156434	0.000000	0.000000
0.174533	0.173648	0.000000	0.000000
0.191986	0.190809	0.000000	0.000000
0.209440	0.207912	0.000000	0.000000
0.226893	0.224951	0.000000	0.000000
0.244346	0.241922	0.000000	0.000000
0.261799	0.258819	0.000000	0.000000
0.279253	0.275637	0.000000	0.000000
0.296706	0.292372	0.000000	0.000000
0.314159	0.309017	0.000000	0.000000
0.331613	0.325568	0.000000	0.000000
0.349066	0.342020	0.000000	0.000000
0.366519	0.358368	0.000000	0.000000
0.383972	0.374607	0.000000	0.000000
0.401426	0.390731	0.000000	0.000000
0.418879	0.406737	0.000000	0.000000
0.436332	0.422618	0.000000	0.000000
0.453786	0.438371	0.000000	0.000000
0.471239	0.453990	0.000000	0.000000
0.488692	0.469472	0.000000	0.000000
0.506145	0.484810	0.000000	0.000000
0.523599	0.500000	0.000000	0.000000
0.541052	0.515038	0.000000	0.000000
0.558505	0.529919	0.000000	0.000000
0.575959	0.544639	0.000000	0.000000
0.593412	0.559193	0.000000	0.000000
0.610865	0.573576	0.000000	0.000000
0.628319	0.587785	0.000000	0.000000
0.645772	0.601815	0.000000	0.000000
0.663225	0.615661	0.000000	0.000000
0.680678	0.629320	0.000000	0.000000
0.698132	0.642788	0.000000	0.000000
0.715585	0.656059	0.000000	0.000000
0.733038	0.669131	0.000000	0.000000
0.750492	0.681998	0.000000	0.000000
0.767945	0.694658	0.000000	0.000000
0.785398	0.707107	0.000000	0.000000
0.802851	0.719340	0.000000	0.000000
0.820305	0.731354	0.000000	0.000000
0.837758	0.743145	0.000000	0.000000
0.855211	0.754710	0.000000	0.000000
0.872665	0.766044	0.000000	0.000000
0.890118	0.777146	0.000000	0.000000
0.907571	0.788011	0.000000	0.000000
0.925025	0.798636	0.000000	0.000000
0.942478	0.809017	0.000000	0.000000
0.959931	0.819152	0.000000	0.000000
0.977384	0.829038	0.000000	0.000000
0.994838	0.838671	0.000000	0.000000
1.012291	0.848048	0.000000	0.000000
1.029744	0.857167	0.000000	0.000000
1.047198	0.866025	0.000000	0.000000
1.064651	0.874620	0.000000	0.000000
1.082104	0.882948	0.000000	0.000000
1.099557	0.891007	0.000000	0.000000
1.117011	0.898794	0.000000	0.000000
1.134464	0.906308	0.000000	0.000000
1.151917	0.913545	0.000000	0.000000
1.169371	0.920505	0.000000	0.000000
1.186824	0.927184	0.000000	0.000000
1.204277	0.933580	0.000000	0.000000
1.221730	0.939693	0.000000	0.000000
1.239184	0.945519	0.000000	0.000000
1.256637	0.951057	0.000000	0.000000
1.274090	0.956305	0.000000	0.000000
1.291544	0.961262	0.000000	0.000000
1.308997	0.965926	0.000000	0.000000
